level_band,level_int,l1,l2,l3,l3_terms,n_terms,open_ended,axis,scope,app_domain,state_framed,path,appears_in_levels,n_levels
5,5,教育情况,校园生活,学校情况,学校情况,1,false,situation,scenario,학교,false,教育情况/校园生活/学校情况,1|2|3|4|5|6,6
5,5,教育情况,教育问题,家庭教育,家庭教育,1,false,situation,scenario,학교,false,教育情况/教育问题/家庭教育,3|4|5,3
5,5,教育情况,教育问题,学校教育、社会教育、职业教育等,学校教育|社会教育|职业教育,3,true,situation,scenario,학교,false,教育情况/教育问题/学校教育、社会教育、职业教育等,5,1
5,5,职场生活,职业与经历,工作内容,工作内容,1,false,situation,scenario,직장,false,职场生活/职业与经历/工作内容,5|6,2
5,5,职场生活,职业与经历,工作经历,工作经历,1,false,situation,scenario,직장,false,职场生活/职业与经历/工作经历,3|4|5,3
5,5,职场生活,经营与管理,团队合作,团队合作,1,false,situation,scenario,직장,false,职场生活/经营与管理/团队合作,5,1
5,5,职场生活,经营与管理,人员管理,人员管理,1,false,situation,scenario,직장,false,职场生活/经营与管理/人员管理,5|6,2
5,5,职场生活,经营与管理,企业发展,企业发展,1,false,situation,scenario,직장,false,职场生活/经营与管理/企业发展,5|6,2
5,5,自然与环境,自然,自然资源,自然资源,1,false,subject,topic,,false,自然与环境/自然/自然资源,5|6,2
5,5,自然与环境,自然,地形地貌,地形地貌,1,false,subject,topic,,false,自然与环境/自然/地形地貌,5|6,2
5,5,自然与环境,自然,自然现象、自然规律,自然现象|自然规律,2,false,subject,topic,,false,自然与环境/自然/自然现象、自然规律,5,1
5,5,自然与环境,自然,动植物,动植物,1,false,subject,topic,,false,自然与环境/自然/动植物,3|4|5|6,4
5,5,自然与环境,环境,生态平衡,生态平衡,1,false,subject,topic,,false,自然与环境/环境/生态平衡,5,1
5,5,自然与环境,环境,城市与乡村,城市与乡村,1,false,subject,topic,,false,自然与环境/环境/城市与乡村,5,1
5,5,自然与环境,环境,环境保护,环境保护,1,false,subject,topic,,false,自然与环境/环境/环境保护,3|4|5|6,4
5,5,科学技术,科技发展,产品介绍与应用,产品介绍与应用,1,false,subject,topic,,false,科学技术/科技发展/产品介绍与应用,5,1
5,5,科学技术,科学知识,科普知识,科普知识,1,false,subject,topic,,false,科学技术/科学知识/科普知识,4|5|6,3
5,5,科学技术,科学知识,科研成果,科研成果,1,false,subject,topic,,false,科学技术/科学知识/科研成果,4|5|6,3
5,5,当代社会,概况,行政区划,行政区划,1,false,subject,topic,,true,当代社会/概况/行政区划,5,1
5,5,当代社会,概况,人口情况,人口情况,1,false,subject,topic,,true,当代社会/概况/人口情况,5,1
5,5,当代社会,概况,时代特征,时代特征,1,false,subject,topic,,true,当代社会/概况/时代特征,5,1
5,5,当代社会,经济现象,进出口贸易,进出口贸易,1,false,subject,topic,,false,当代社会/经济现象/进出口贸易,5,1
5,5,当代社会,经济现象,商业活动,商业活动,1,false,subject,topic,,false,当代社会/经济现象/商业活动,5,1
5,5,当代社会,经济现象,经济发展,经济发展,1,false,subject,topic,,false,当代社会/经济现象/经济发展,5|6,2
5,5,当代社会,社会现象,民生发展,民生发展,1,false,subject,topic,,false,当代社会/社会现象/民生发展,5|6,2
5,5,当代社会,社会现象,新兴事物,新兴事物,1,false,subject,topic,,false,当代社会/社会现象/新兴事物,5|6,2
5,5,当代社会,社会现象,社会观念,社会观念,1,false,subject,topic,,false,当代社会/社会现象/社会观念,5,1
5,5,当代社会,社会现象,基础设施,基础设施,1,false,subject,topic,,false,当代社会/社会现象/基础设施,4|5,2
5,5,当代社会,文艺,文艺形式,文艺形式,1,false,subject,topic,,false,当代社会/文艺/文艺形式,4|5|6,3
5,5,当代社会,文艺,文艺常识,文艺常识,1,false,subject,topic,,false,当代社会/文艺/文艺常识,5|6,2
5,5,当代社会,文艺,创作者及其作品,创作者及其作品,1,false,subject,topic,,false,当代社会/文艺/创作者及其作品,4|5|6,3
5,5,当代社会,文艺,文艺活动,文艺活动,1,false,subject,topic,,false,当代社会/文艺/文艺活动,3|4|5|6,4
5,5,当代社会,体育,运动项目,运动项目,1,false,subject,topic,,false,当代社会/体育/运动项目,3|4|5|6,4
5,5,当代社会,体育,体育赛事,体育赛事,1,false,subject,topic,,false,当代社会/体育/体育赛事,5|6,2
5,5,当代社会,体育,体育名人、体育故事,体育名人|体育故事,2,false,subject,topic,,false,当代社会/体育/体育名人、体育故事,4|5,2
5,5,当代社会,中外交流,交往故事、友好访问、国际合作等,交往故事|友好访问|国际合作,3,true,subject,topic,,true,当代社会/中外交流/交往故事、友好访问、国际合作等,5,1
5,5,文化与传统,语言文字,俗语、成语、名言名句等,俗语|成语|名言名句,3,true,subject,topic,,false,文化与传统/语言文字/俗语、成语、名言名句等,5,1
5,5,文化与传统,语言文字,语言现象,语言现象,1,false,subject,topic,,false,文化与传统/语言文字/语言现象,5,1
5,5,文化与传统,民俗传统,地方饮食及差异等,地方饮食及差异,1,true,subject,topic,,false,文化与传统/民俗传统/地方饮食及差异等,5,1
5,5,文化与传统,民俗传统,传统节日与习俗,传统节日与习俗,1,false,subject,topic,,false,文化与传统/民俗传统/传统节日与习俗,4|5|6,3
5,5,文化与传统,民俗传统,民间传说,民间传说,1,false,subject,topic,,false,文化与传统/民俗传统/民间传说,5|6,2
5,5,文化与传统,民俗传统,古代生活,古代生活,1,false,subject,topic,,false,文化与传统/民俗传统/古代生活,5|6,2
5,5,文化与传统,人文景观,名胜古迹、传统民居、建筑等,名胜古迹|传统民居|建筑,3,true,subject,topic,,false,文化与传统/人文景观/名胜古迹、传统民居、建筑等,5|6,2
5,5,文化与传统,传统思想与艺术,哲学思想,哲学思想,1,false,subject,topic,,false,文化与传统/传统思想与艺术/哲学思想,5|6,2
5,5,文化与传统,传统思想与艺术,传统艺术,传统艺术,1,false,subject,topic,,false,文化与传统/传统思想与艺术/传统艺术,5|6,2
5,5,文化与传统,历史,历史人物、历史事件,历史人物|历史事件,2,false,subject,topic,,false,文化与传统/历史/历史人物、历史事件,4|5,2
5,5,文化与传统,古代科技,古代科技成就,古代科技成就,1,false,subject,topic,,false,文化与传统/古代科技/古代科技成就,5|6,2
5,5,文化与传统,古代科技,古人科学观念、古代科学家事迹,古人科学观念|古代科学家事迹,2,false,subject,topic,,false,文化与传统/古代科技/古人科学观念、古代科学家事迹,5|6,2
6,6,日常生活,日常事务,业务办理,业务办理,1,false,situation,scenario,일상,false,日常生活/日常事务/业务办理,3|4|5|6,4
6,6,日常生活,日常事务,困难求助,困难求助,1,false,situation,scenario,일상,false,日常生活/日常事务/困难求助,4|5|6,3
6,6,日常生活,饮食,餐饮体验,餐饮体验,1,false,situation,scenario,일상,false,日常生活/饮食/餐饮体验,5|6,2
6,6,日常生活,饮食,食品安全,食品安全,1,false,situation,scenario,일상,false,日常生活/饮食/食品安全,6,1
6,6,日常生活,交通出行,出行体验,出行体验,1,false,situation,scenario,일상,false,日常生活/交通出行/出行体验,5|6,2
6,6,日常生活,交通出行,出行攻略,出行攻略,1,false,situation,scenario,일상,false,日常生活/交通出行/出行攻略,6,1
6,6,日常生活,医疗健康,就医,就医,1,false,situation,scenario,일상,false,日常生活/医疗健康/就医,2|3|4|5|6,5
6,6,日常生活,医疗健康,健康生活,健康生活,1,false,situation,scenario,일상,false,日常生活/医疗健康/健康生活,4|5|6,3
6,6,日常生活,社区,居住情况,居住情况,1,false,situation,scenario,일상,false,日常生活/社区/居住情况,3|4|5|6,4
6,6,日常生活,社区,社区服务,社区服务,1,false,situation,scenario,일상,false,日常生活/社区/社区服务,6,1
6,6,日常生活,社区,社区管理,社区管理,1,false,situation,scenario,일상,false,日常生活/社区/社区管理,5|6,2
6,6,日常生活,社区,居民生活,居民生活,1,false,situation,scenario,일상,false,日常生活/社区/居民生活,6,1
6,6,教育情况,学习情况,课程情况,课程情况,1,false,situation,scenario,학교,false,教育情况/学习情况/课程情况,3|4|5|6,4
6,6,教育情况,学习情况,教学情况,教学情况,1,false,situation,scenario,학교,false,教育情况/学习情况/教学情况,4|5|6,3
6,6,教育情况,学习情况,学习者,学习者,1,false,situation,scenario,학교,false,教育情况/学习情况/学习者,6,1
6,6,教育情况,校园生活,校园活动,校园活动,1,false,situation,scenario,학교,false,教育情况/校园生活/校园活动,3|4|5|6,4
6,6,教育情况,校园生活,学校情况,学校情况,1,false,situation,scenario,학교,false,教育情况/校园生活/学校情况,1|2|3|4|5|6,6
6,6,教育情况,教育问题,教育事件、教育理念、教育热点问题,教育事件|教育理念|教育热点问题,3,false,situation,scenario,학교,false,教育情况/教育问题/教育事件、教育理念、教育热点问题,6,1
6,6,职场生活,职业与经历,工作内容,工作内容,1,false,situation,scenario,직장,false,职场生活/职业与经历/工作内容,5|6,2
6,6,职场生活,职业与经历,职场定位,职场定位,1,false,situation,scenario,직장,false,职场生活/职业与经历/职场定位,6,1
6,6,职场生活,经营与管理,人员管理,人员管理,1,false,situation,scenario,직장,false,职场生活/经营与管理/人员管理,5|6,2
6,6,职场生活,经营与管理,企业发展,企业发展,1,false,situation,scenario,직장,false,职场生活/经营与管理/企业发展,5|6,2
6,6,自然与环境,自然,地理分区,地理分区,1,false,subject,topic,,false,自然与环境/自然/地理分区,6,1
6,6,自然与环境,自然,地形地貌,地形地貌,1,false,subject,topic,,false,自然与环境/自然/地形地貌,5|6,2
6,6,自然与环境,自然,自然现象,自然现象,1,false,subject,topic,,false,自然与环境/自然/自然现象,4|6,2
6,6,自然与环境,自然,动植物,动植物,1,false,subject,topic,,false,自然与环境/自然/动植物,3|4|5|6,4
6,6,自然与环境,自然,自然资源,自然资源,1,false,subject,topic,,false,自然与环境/自然/自然资源,5|6,2
6,6,自然与环境,自然,自然规律,自然规律,1,false,subject,topic,,false,自然与环境/自然/自然规律,6,1
6,6,自然与环境,环境,灾害,灾害,1,false,subject,topic,,false,自然与环境/环境/灾害,6,1
6,6,自然与环境,环境,能源开发,能源开发,1,false,subject,topic,,false,自然与环境/环境/能源开发,6,1
6,6,自然与环境,环境,环境保护,环境保护,1,false,subject,topic,,false,自然与环境/环境/环境保护,3|4|5|6,4
6,6,自然与环境,环境,基础设施,基础设施,1,false,subject,topic,,false,自然与环境/环境/基础设施,6,1
6,6,科学技术,科技发展,生活类科技产品,生活类科技产品,1,false,subject,topic,,false,科学技术/科技发展/生活类科技产品,6,1
6,6,科学技术,科技发展,信息科技产品,信息科技产品,1,false,subject,topic,,false,科学技术/科技发展/信息科技产品,6,1
6,6,科学技术,科学知识,科普知识,科普知识,1,false,subject,topic,,false,科学技术/科学知识/科普知识,4|5|6,3
6,6,科学技术,科学知识,科研成果,科研成果,1,false,subject,topic,,false,科学技术/科学知识/科研成果,4|5|6,3
6,6,科学技术,科学知识,科普工作,科普工作,1,false,subject,topic,,false,科学技术/科学知识/科普工作,6,1
6,6,当代社会,经济现象,商贸活动,商贸活动,1,false,subject,topic,,false,当代社会/经济现象/商贸活动,6,1
6,6,当代社会,经济现象,投资理财,投资理财,1,false,subject,topic,,false,当代社会/经济现象/投资理财,6,1
6,6,当代社会,经济现象,财务与消费,财务与消费,1,false,subject,topic,,false,当代社会/经济现象/财务与消费,6,1
6,6,当代社会,经济现象,经济发展,经济发展,1,false,subject,topic,,false,当代社会/经济现象/经济发展,5|6,2
6,6,当代社会,社会现象,民生发展,民生发展,1,false,subject,topic,,false,当代社会/社会现象/民生发展,5|6,2
6,6,当代社会,社会现象,新兴事物,新兴事物,1,false,subject,topic,,false,当代社会/社会现象/新兴事物,5|6,2
6,6,当代社会,社会现象,潮流风气,潮流风气,1,false,subject,topic,,false,当代社会/社会现象/潮流风气,6,1
6,6,当代社会,社会现象,公益活动,公益活动,1,false,subject,topic,,false,当代社会/社会现象/公益活动,6,1
6,6,当代社会,社会现象,新闻热点,新闻热点,1,false,subject,topic,,false,当代社会/社会现象/新闻热点,6,1
6,6,当代社会,文艺,文艺形式,文艺形式,1,false,subject,topic,,false,当代社会/文艺/文艺形式,4|5|6,3
6,6,当代社会,文艺,文艺常识,文艺常识,1,false,subject,topic,,false,当代社会/文艺/文艺常识,5|6,2
6,6,当代社会,文艺,创作者及其作品,创作者及其作品,1,false,subject,topic,,false,当代社会/文艺/创作者及其作品,4|5|6,3
6,6,当代社会,文艺,文艺活动,文艺活动,1,false,subject,topic,,false,当代社会/文艺/文艺活动,3|4|5|6,4
6,6,当代社会,体育,运动项目,运动项目,1,false,subject,topic,,false,当代社会/体育/运动项目,3|4|5|6,4
6,6,当代社会,体育,体育赛事,体育赛事,1,false,subject,topic,,false,当代社会/体育/体育赛事,5|6,2
6,6,当代社会,体育,体育名人、体育故事等,体育名人|体育故事,2,true,subject,topic,,false,当代社会/体育/体育名人、体育故事等,6,1
6,6,当代社会,中外交流,国际活动,国际活动,1,false,subject,topic,,true,当代社会/中外交流/国际活动,6,1
6,6,当代社会,中外交流,友好交流事件,友好交流事件,1,false,subject,topic,,true,当代社会/中外交流/友好交流事件,6,1
6,6,文化与传统,语言文字,古诗词,古诗词,1,false,subject,topic,,false,文化与传统/语言文字/古诗词,6,1
6,6,文化与传统,语言文字,成语、俗语、方言等,成语|俗语|方言,3,true,subject,topic,,false,文化与传统/语言文字/成语、俗语、方言等,6,1
6,6,文化与传统,民俗传统,传统节日与习俗,传统节日与习俗,1,false,subject,topic,,false,文化与传统/民俗传统/传统节日与习俗,4|5|6,3
6,6,文化与传统,民俗传统,民间传说,民间传说,1,false,subject,topic,,false,文化与传统/民俗传统/民间传说,5|6,2
6,6,文化与传统,民俗传统,古代生活,古代生活,1,false,subject,topic,,false,文化与传统/民俗传统/古代生活,5|6,2
6,6,文化与传统,人文景观,名胜古迹、传统民居、建筑等,名胜古迹|传统民居|建筑,3,true,subject,topic,,false,文化与传统/人文景观/名胜古迹、传统民居、建筑等,5|6,2
6,6,文化与传统,传统思想与艺术,哲学思想,哲学思想,1,false,subject,topic,,false,文化与传统/传统思想与艺术/哲学思想,5|6,2
6,6,文化与传统,传统思想与艺术,传统艺术,传统艺术,1,false,subject,topic,,false,文化与传统/传统思想与艺术/传统艺术,5|6,2
6,6,文化与传统,传统思想与艺术,传统审美意象,传统审美意象,1,false,subject,topic,,false,文化与传统/传统思想与艺术/传统审美意象,6,1
6,6,文化与传统,历史,历史人物、器物与事件,历史人物|器物与事件,2,false,subject,topic,,false,文化与传统/历史/历史人物、器物与事件,6,1
6,6,文化与传统,历史,朝代概况,朝代概况,1,false,subject,topic,,false,文化与传统/历史/朝代概况,6,1
6,6,文化与传统,古代科技,古代科技成就,古代科技成就,1,false,subject,topic,,false,文化与传统/古代科技/古代科技成就,5|6,2
6,6,文化与传统,古代科技,古人科学观念、古代科学家事迹,古人科学观念|古代科学家事迹,2,false,subject,topic,,false,文化与传统/古代科技/古人科学观念、古代科学家事迹,5|6,2
7-9,7,个体与社会,人际交往,人际关系,人际关系,1,false,situation,scenario,일상,false,个体与社会/人际交往/人际关系,7-9,1
7-9,7,个体与社会,人际交往,中国人际交往中的品行观念和评价,中国人际交往中的品行观念和评价,1,false,situation,scenario,일상,false,个体与社会/人际交往/中国人际交往中的品行观念和评价,7-9,1
7-9,7,个体与社会,形象服饰,不同文化和场合符合礼仪的形象,不同文化和场合符合礼仪的形象,1,false,situation,scenario,일상,false,个体与社会/形象服饰/不同文化和场合符合礼仪的形象,7-9,1
7-9,7,个体与社会,形象服饰,服饰搭配与风格,服饰搭配与风格,1,false,situation,scenario,일상,false,个体与社会/形象服饰/服饰搭配与风格,7-9,1
7-9,7,个体与社会,形象服饰,中式服装特点与审美,中式服装特点与审美,1,false,situation,scenario,일상,false,个体与社会/形象服饰/中式服装特点与审美,7-9,1
7-9,7,个体与社会,饮食餐饮,具有代表性的中国饮食观念、烹饪方法,具有代表性的中国饮食观念|烹饪方法,2,false,situation,scenario,일상,false,个体与社会/饮食餐饮/具有代表性的中国饮食观念、烹饪方法,7-9,1
7-9,7,个体与社会,饮食餐饮,多样化的地域饮食特色,多样化的地域饮食特色,1,false,situation,scenario,일상,false,个体与社会/饮食餐饮/多样化的地域饮食特色,7-9,1
7-9,7,个体与社会,饮食餐饮,各种餐饮形态的特点和代表品种,各种餐饮形态的特点和代表品种,1,false,situation,scenario,일상,false,个体与社会/饮食餐饮/各种餐饮形态的特点和代表品种,7-9,1
7-9,7,个体与社会,饮食餐饮,中国餐桌文化及含义,中国餐桌文化及含义,1,false,situation,scenario,일상,false,个体与社会/饮食餐饮/中国餐桌文化及含义,7-9,1
7-9,7,个体与社会,建筑与社区,建筑与社区文化,建筑与社区文化,1,false,situation,scenario,일상,false,个体与社会/建筑与社区/建筑与社区文化,7-9,1
7-9,7,个体与社会,建筑与社区,社区空间、设施的规划与建设,社区空间|设施的规划与建设,2,false,situation,scenario,일상,false,个体与社会/建筑与社区/社区空间、设施的规划与建设,7-9,1
7-9,7,个体与社会,建筑与社区,建筑功能设计与建设,建筑功能设计与建设,1,false,situation,scenario,일상,false,个体与社会/建筑与社区/建筑功能设计与建设,7-9,1
7-9,7,个体与社会,建筑与社区,房屋买卖与租赁,房屋买卖与租赁,1,false,situation,scenario,일상,false,个体与社会/建筑与社区/房屋买卖与租赁,7-9,1
7-9,7,个体与社会,休闲娱乐,旅游度假,旅游度假,1,false,situation,scenario,일상,false,个体与社会/休闲娱乐/旅游度假,7-9,1
7-9,7,个体与社会,休闲娱乐,运动健身,运动健身,1,false,situation,scenario,일상,false,个体与社会/休闲娱乐/运动健身,7-9,1
7-9,7,个体与社会,休闲娱乐,文化娱乐,文化娱乐,1,false,situation,scenario,일상,false,个体与社会/休闲娱乐/文化娱乐,7-9,1
7-9,7,个体与社会,休闲娱乐,购物休闲,购物休闲,1,false,situation,scenario,일상,false,个体与社会/休闲娱乐/购物休闲,7-9,1
7-9,7,个体与社会,学业职业,专业学习,专业学习,1,false,situation,scenario,학교|직장,false,个体与社会/学业职业/专业学习,7-9,1
7-9,7,个体与社会,学业职业,学业发展与生涯规划,学业发展与生涯规划,1,false,situation,scenario,학교|직장,false,个体与社会/学业职业/学业发展与生涯规划,7-9,1
7-9,7,个体与社会,学业职业,职业发展,职业发展,1,false,situation,scenario,학교|직장,false,个体与社会/学业职业/职业发展,7-9,1
7-9,7,国家与社会,人口与发展,人口流动与管理,人口流动与管理,1,false,subject,topic,,true,国家与社会/人口与发展/人口流动与管理,7-9,1
7-9,7,国家与社会,人口与发展,老龄化,老龄化,1,false,subject,topic,,true,国家与社会/人口与发展/老龄化,7-9,1
7-9,7,国家与社会,人口与发展,人口发展,人口发展,1,false,subject,topic,,true,国家与社会/人口与发展/人口发展,7-9,1
7-9,7,国家与社会,教育发展,教育政策,教育政策,1,false,subject,topic,,true,国家与社会/教育发展/教育政策,7-9,1
7-9,7,国家与社会,教育发展,高等教育体制,高等教育体制,1,false,subject,topic,,true,国家与社会/教育发展/高等教育体制,7-9,1
7-9,7,国家与社会,教育发展,教育高质量发展,教育高质量发展,1,false,subject,topic,,true,国家与社会/教育发展/教育高质量发展,7-9,1
7-9,7,国家与社会,媒介与传播,正式表达与非正式表达,正式表达与非正式表达,1,false,subject,topic,,true,国家与社会/媒介与传播/正式表达与非正式表达,7-9,1
7-9,7,国家与社会,媒介与传播,媒介与信息传播,媒介与信息传播,1,false,subject,topic,,true,国家与社会/媒介与传播/媒介与信息传播,7-9,1
7-9,7,国家与社会,媒介与传播,数字媒介素养,数字媒介素养,1,false,subject,topic,,true,国家与社会/媒介与传播/数字媒介素养,7-9,1
7-9,7,国家与社会,媒介与传播,知识共享与版权保护,知识共享与版权保护,1,false,subject,topic,,true,国家与社会/媒介与传播/知识共享与版权保护,7-9,1
7-9,7,国家与社会,健康与医疗,疾病诊疗与公共卫生,疾病诊疗与公共卫生,1,false,subject,topic,,true,国家与社会/健康与医疗/疾病诊疗与公共卫生,7-9,1
7-9,7,国家与社会,健康与医疗,心理健康与心理治疗,心理健康与心理治疗,1,false,subject,topic,,true,国家与社会/健康与医疗/心理健康与心理治疗,7-9,1
7-9,7,国家与社会,健康与医疗,医学技术创新与伦理,医学技术创新与伦理,1,false,subject,topic,,true,国家与社会/健康与医疗/医学技术创新与伦理,7-9,1
7-9,7,国家与社会,健康与医疗,中医和西医,中医和西医,1,false,subject,topic,,true,国家与社会/健康与医疗/中医和西医,7-9,1
7-9,7,国家与社会,交通与运输,交通运输系统建设和影响,交通运输系统建设和影响,1,false,subject,topic,,true,国家与社会/交通与运输/交通运输系统建设和影响,7-9,1
7-9,7,国家与社会,交通与运输,各种运输方式的特点和发展趋势,各种运输方式的特点和发展趋势,1,false,subject,topic,,true,国家与社会/交通与运输/各种运输方式的特点和发展趋势,7-9,1
7-9,7,国家与社会,交通与运输,城市交通系统规划与发展,城市交通系统规划与发展,1,false,subject,topic,,true,国家与社会/交通与运输/城市交通系统规划与发展,7-9,1
7-9,7,国家与社会,经济与生产,宏观经济,宏观经济,1,false,subject,topic,,true,国家与社会/经济与生产/宏观经济,7-9,1
7-9,7,国家与社会,经济与生产,产业发展,产业发展,1,false,subject,topic,,true,国家与社会/经济与生产/产业发展,7-9,1
7-9,7,国家与社会,经济与生产,农、林、牧、渔业生产,农|林|牧|渔业生产,4,false,subject,topic,,true,国家与社会/经济与生产/农、林、牧、渔业生产,7-9,1
7-9,7,国家与社会,经济与生产,工业生产,工业生产,1,false,subject,topic,,true,国家与社会/经济与生产/工业生产,7-9,1
7-9,7,国家与社会,经济与生产,金融服务贸易,金融服务贸易,1,false,subject,topic,,true,国家与社会/经济与生产/金融服务贸易,7-9,1
7-9,7,国家与社会,经济与生产,企业运营,企业运营,1,false,subject,topic,,true,国家与社会/经济与生产/企业运营,7-9,1
7-9,7,国家与社会,法制与治安,法制建设,法制建设,1,false,subject,topic,,true,国家与社会/法制与治安/法制建设,7-9,1
7-9,7,国家与社会,法制与治安,治安管理,治安管理,1,false,subject,topic,,true,国家与社会/法制与治安/治安管理,7-9,1
7-9,7,国家与社会,社会公共管理,社会保障,社会保障,1,false,subject,topic,,true,国家与社会/社会公共管理/社会保障,7-9,1
7-9,7,国家与社会,社会公共管理,劳动就业,劳动就业,1,false,subject,topic,,true,国家与社会/社会公共管理/劳动就业,7-9,1
7-9,7,国家与社会,社会公共管理,公共基础设施建设,公共基础设施建设,1,false,subject,topic,,true,国家与社会/社会公共管理/公共基础设施建设,7-9,1
7-9,7,国家与社会,社会公共管理,社会公共组织,社会公共组织,1,false,subject,topic,,true,国家与社会/社会公共管理/社会公共组织,7-9,1
7-9,7,国家与社会,社会公共管理,社会基层治理,社会基层治理,1,false,subject,topic,,true,国家与社会/社会公共管理/社会基层治理,7-9,1
7-9,7,文化与传统,文学艺术,中国传统文化意象及在不同文学艺术形式中的表现,中国传统文化意象及在不同文学艺术形式中的表现,1,false,subject,topic,,false,文化与传统/文学艺术/中国传统文化意象及在不同文学艺术形式中的表现,7-9,1
7-9,7,文化与传统,文学艺术,不同文学形式的特点和作品欣赏,不同文学形式的特点和作品欣赏,1,false,subject,topic,,false,文化与传统/文学艺术/不同文学形式的特点和作品欣赏,7-9,1
7-9,7,文化与传统,文学艺术,不同艺术形式的特点和作品欣赏,不同艺术形式的特点和作品欣赏,1,false,subject,topic,,false,文化与传统/文学艺术/不同艺术形式的特点和作品欣赏,7-9,1
7-9,7,文化与传统,历史,中国历史发展基本脉络,中国历史发展基本脉络,1,false,subject,topic,,false,文化与传统/历史/中国历史发展基本脉络,7-9,1
7-9,7,文化与传统,历史,中国重大历史事件和历史人物,中国重大历史事件和历史人物,1,false,subject,topic,,false,文化与传统/历史/中国重大历史事件和历史人物,7-9,1
7-9,7,文化与传统,哲学思想,儒家主要思想、代表人物和影响,儒家主要思想|代表人物和影响,2,false,subject,topic,,false,文化与传统/哲学思想/儒家主要思想、代表人物和影响,7-9,1
7-9,7,文化与传统,哲学思想,道家主要思想、代表人物和影响,道家主要思想|代表人物和影响,2,false,subject,topic,,false,文化与传统/哲学思想/道家主要思想、代表人物和影响,7-9,1
7-9,7,文化与传统,习俗礼俗,农历岁时节令习俗,农历岁时节令习俗,1,false,subject,topic,,false,文化与传统/习俗礼俗/农历岁时节令习俗,7-9,1
7-9,7,文化与传统,习俗礼俗,节庆习俗,节庆习俗,1,false,subject,topic,,false,文化与传统/习俗礼俗/节庆习俗,7-9,1
7-9,7,文化与传统,习俗礼俗,婚嫁习俗,婚嫁习俗,1,false,subject,topic,,false,文化与传统/习俗礼俗/婚嫁习俗,7-9,1
7-9,7,文化与传统,习俗礼俗,生日习俗,生日习俗,1,false,subject,topic,,false,文化与传统/习俗礼俗/生日习俗,7-9,1
7-9,7,文化与传统,习俗礼俗,丧葬习俗,丧葬习俗,1,false,subject,topic,,false,文化与传统/习俗礼俗/丧葬习俗,7-9,1
7-9,7,文化与传统,文化遗产,中国重要的人类物质文化遗产及影响,中国重要的人类物质文化遗产及影响,1,false,subject,topic,,false,文化与传统/文化遗产/中国重要的人类物质文化遗产及影响,7-9,1
7-9,7,文化与传统,文化遗产,中国重要的人类非物质文化遗产及影响,中国重要的人类非物质文化遗产及影响,1,false,subject,topic,,false,文化与传统/文化遗产/中国重要的人类非物质文化遗产及影响,7-9,1
7-9,7,文化与传统,文化遗产,文化遗产保护、传承与发扬,文化遗产保护|传承与发扬,2,false,subject,topic,,false,文化与传统/文化遗产/文化遗产保护、传承与发扬,7-9,1
7-9,7,自然与环境,宇宙环境,宇宙的起源与演化,宇宙的起源与演化,1,false,subject,topic,,false,自然与环境/宇宙环境/宇宙的起源与演化,7-9,1
7-9,7,自然与环境,宇宙环境,宇宙的结构与物质,宇宙的结构与物质,1,false,subject,topic,,false,自然与环境/宇宙环境/宇宙的结构与物质,7-9,1
7-9,7,自然与环境,宇宙环境,人类的太空探索与发现,人类的太空探索与发现,1,false,subject,topic,,false,自然与环境/宇宙环境/人类的太空探索与发现,7-9,1
7-9,7,自然与环境,地质环境,地球构造,地球构造,1,false,subject,topic,,false,自然与环境/地质环境/地球构造,7-9,1
7-9,7,自然与环境,地质环境,地形、地势、地貌特点,地形|地势|地貌特点,3,false,subject,topic,,false,自然与环境/地质环境/地形、地势、地貌特点,7-9,1
7-9,7,自然与环境,地质环境,地形、地势对经济、人文活动的影响,地形|地势对经济|人文活动的影响,3,false,subject,topic,,false,自然与环境/地质环境/地形、地势对经济、人文活动的影响,7-9,1
7-9,7,自然与环境,地质环境,矿产资源,矿产资源,1,false,subject,topic,,false,自然与环境/地质环境/矿产资源,7-9,1
7-9,7,自然与环境,大气环境,不同气候类型,不同气候类型,1,false,subject,topic,,false,自然与环境/大气环境/不同气候类型,7-9,1
7-9,7,自然与环境,大气环境,气候变化,气候变化,1,false,subject,topic,,false,自然与环境/大气环境/气候变化,7-9,1
7-9,7,自然与环境,大气环境,大气监测,大气监测,1,false,subject,topic,,false,自然与环境/大气环境/大气监测,7-9,1
7-9,7,自然与环境,水环境,水资源分布和利用,水资源分布和利用,1,false,subject,topic,,false,自然与环境/水环境/水资源分布和利用,7-9,1
7-9,7,自然与环境,水环境,水生态保护与可持续发展,水生态保护与可持续发展,1,false,subject,topic,,false,自然与环境/水环境/水生态保护与可持续发展,7-9,1
7-9,7,自然与环境,土地环境,土地资源分布和利用,土地资源分布和利用,1,false,subject,topic,,false,自然与环境/土地环境/土地资源分布和利用,7-9,1
7-9,7,自然与环境,土地环境,土地资源保护与可持续发展,土地资源保护与可持续发展,1,false,subject,topic,,false,自然与环境/土地环境/土地资源保护与可持续发展,7-9,1
7-9,7,自然与环境,生物环境,生物资源分布特点和利用,生物资源分布特点和利用,1,false,subject,topic,,false,自然与环境/生物环境/生物资源分布特点和利用,7-9,1
7-9,7,自然与环境,生物环境,生物资源保护与可持续发展,生物资源保护与可持续发展,1,false,subject,topic,,false,自然与环境/生物环境/生物资源保护与可持续发展,7-9,1
